A韻序,A聲調,A韻名,A韻(調整前),B小韻序,B紐,B呼,B等,B上字(null),B下字(null),C小韻內字序(不是Int),C字
40,平,下平十二,庚,873,影,O,3,於,驚,1,霙
40,平,下平十二,庚,873,影,O,3,於,驚,2,鉠
40,平,下平十二,庚,873,影,O,3,於,驚,3,韺
40,平,下平十二,庚,873,影,O,3,於,驚,4,渶
40,平,下平十二,庚,873,影,O,3,於,驚,5,鶧
40,平,下平十二,庚,873,影,O,3,於,驚,6,英
40,平,下平十二,庚,873,影,O,3,於,驚,7,瑛
40,平,下平十二,庚,873,影,O,3,於,驚,8,㿮
40,平,下平十二,庚,873,影,O,3,於,驚,9,媖
40,平,下平十二,庚,873,影,O,3,於,驚,10,楧
40,平,下平十二,庚,874,滂,O,2,撫,庚,1,磅
40,平,下平十二,庚,874,滂,O,2,撫,庚,2,恲
40,平,下平十二,庚,874,滂,O,2,撫,庚,3,亨
40,平,下平十二,庚,874,滂,O,2,撫,庚,4,澎
40,平,下平十二,庚,875,並,O,3,符,兵,1,平
40,平,下平十二,庚,875,並,O,3,符,兵,2,評
40,平,下平十二,庚,875,並,O,3,符,兵,3,苹
40,平,下平十二,庚,875,並,O,3,符,兵,4,枰
40,平,下平十二,庚,875,並,O,3,符,兵,5,泙
40,平,下平十二,庚,875,並,O,3,符,兵,6,坪
40,平,下平十二,庚,875,並,O,3,符,兵,7,胓
40,平,下平十二,庚,875,並,O,3,符,兵,8,蚲
40,平,下平十二,庚,876,見,O,3,舉,卿,1,驚
40,平,下平十二,庚,876,見,O,3,舉,卿,2,京
40,平,下平十二,庚,876,見,O,3,舉,卿,3,荊
40,平,下平十二,庚,876,見,O,3,舉,卿,4,麠
40,平,下平十二,庚,876,見,O,3,舉,卿,5,麖
40,平,下平十二,庚,876,見,O,3,舉,卿,6,鶁
40,平,下平十二,庚,876,見,O,3,舉,卿,7,蟼
40,平,下平十二,庚,877,明,O,3,武,兵,1,明
40,平,下平十二,庚,877,明,O,3,武,兵,2,盟
40,平,下平十二,庚,877,明,O,3,武,兵,3,𥁰
40,平,下平十二,庚,877,明,O,3,武,兵,4,䳟
40,平,下平十二,庚,877,明,O,3,武,兵,5,鳴
40,平,下平十二,庚,878,澄,O,2,直,庚,1,棖
40,平,下平十二,庚,878,澄,O,2,直,庚,2,盯
40,平,下平十二,庚,878,澄,O,2,直,庚,3,澄
40,平,下平十二,庚,878,澄,O,2,直,庚,4,掁
40,平,下平十二,庚,878,澄,O,2,直,庚,5,𣥺
40,平,下平十二,庚,878,澄,O,2,直,庚,6,挰
40,平,下平十二,庚,878,澄,O,2,直,庚,7,憕
40,平,下平十二,庚,879,知,O,2,竹,盲,1,趟
40,平,下平十二,庚,879,知,O,2,竹,盲,2,𩘽
40,平,下平十二,庚,880,云,C,3,永,兵,1,榮
40,平,下平十二,庚,880,云,C,3,永,兵,2,禜
40,平,下平十二,庚,880,云,C,3,永,兵,3,蠑
40,平,下平十二,庚,880,云,C,3,永,兵,4,瑩
40,平,下平十二,庚,880,云,C,3,永,兵,5,揘
40,平,下平十二,庚,880,云,C,3,永,兵,6,嶸
40,平,下平十二,庚,881,幫,O,3,甫,明,1,兵
40,平,下平十二,庚,882,曉,C,3,許,榮,1,兄
40,平,下平十二,庚,883,溪,O,3,去,京,1,卿
40,平,下平十二,庚,884,生,O,2,所,庚,1,生
40,平,下平十二,庚,884,生,O,2,所,庚,2,笙
40,平,下平十二,庚,884,生,O,2,所,庚,3,牲
40,平,下平十二,庚,884,生,O,2,所,庚,4,猩
40,平,下平十二,庚,884,生,O,2,所,庚,5,狌
40,平,下平十二,庚,884,生,O,2,所,庚,6,鉎
40,平,下平十二,庚,884,生,O,2,所,庚,7,甥
40,平,下平十二,庚,884,生,O,2,所,庚,8,䴤
40,平,下平十二,庚,884,生,O,2,所,庚,9,鼪
40,平,下平十二,庚,884,生,O,2,所,庚,10,珄
40,平,下平十二,庚,885,群,O,3,渠,京,1,擎
40,平,下平十二,庚,885,群,O,3,渠,京,2,勍
40,平,下平十二,庚,885,群,O,3,渠,京,3,黥
40,平,下平十二,庚,885,群,O,3,渠,京,4,䵞
40,平,下平十二,庚,885,群,O,3,渠,京,5,剠
40,平,下平十二,庚,885,群,O,3,渠,京,6,䲔
40,平,下平十二,庚,885,群,O,3,渠,京,7,鯨
40,平,下平十二,庚,885,群,O,3,渠,京,8,檠
40,平,下平十二,庚,885,群,O,3,渠,京,9,樈
40,平,下平十二,庚,885,群,O,3,渠,京,10,葝
40,平,下平十二,庚,885,群,O,3,渠,京,11,䫆
40,平,下平十二,庚,886,疑,O,3,語,京,1,迎
40,平,下平十二,庚,887,匣,O,2,戶,庚,1,行
40,平,下平十二,庚,887,匣,O,2,戶,庚,2,衡
40,平,下平十二,庚,887,匣,O,2,戶,庚,3,䯒
40,平,下平十二,庚,887,匣,O,2,戶,庚,4,胻
40,平,下平十二,庚,887,匣,O,2,戶,庚,5,洐
40,平,下平十二,庚,887,匣,O,2,戶,庚,6,筕
40,平,下平十二,庚,887,匣,O,2,戶,庚,7,珩
40,平,下平十二,庚,887,匣,O,2,戶,庚,8,桁
40,平,下平十二,庚,887,匣,O,2,戶,庚,9,蘅
40,平,下平十二,庚,887,匣,O,2,戶,庚,10,𦣍
40,平,下平十二,庚,888,娘,O,2,乃,庚,1,鬤
40,平,下平十二,庚,888,娘,O,2,乃,庚,2,㲰
40,平,下平十二,庚,888,娘,O,2,乃,庚,3,𤕦
40,平,下平十二,庚,888,娘,O,2,乃,庚,4,獰
40,平,下平十二,庚,888,娘,O,2,乃,庚,5,𥣗
40,平,下平十二,庚,888,娘,O,2,乃,庚,6,𧂘
41,平,下平十三,耕,889,見,O,2,古,莖,1,耕
41,平,下平十三,耕,890,溪,O,2,口,莖,1,鏗
41,平,下平十三,耕,890,溪,O,2,口,莖,2,銵
41,平,下平十三,耕,890,溪,O,2,口,莖,3,䡰
41,平,下平十三,耕,890,溪,O,2,口,莖,4,鳽
41,平,下平十三,耕,890,溪,O,2,口,莖,5,誙
41,平,下平十三,耕,890,溪,O,2,口,莖,6,牼
41,平,下平十三,耕,890,溪,O,2,口,莖,7,𡷨
41,平,下平十三,耕,890,溪,O,2,口,莖,8,硻
41,平,下平十三,耕,890,溪,O,2,口,莖,9,殸
41,平,下平十三,耕,890,溪,O,2,口,莖,10,㧶
41,平,下平十三,耕,890,溪,O,2,口,莖,11,䡩
41,平,下平十三,耕,890,溪,O,2,口,莖,12,硜
41,平,下平十三,耕,890,溪,O,2,口,莖,13,摼
41,平,下平十三,耕,890,溪,O,2,口,莖,14,㰢
41,平,下平十三,耕,890,溪,O,2,口,莖,15,羥
41,平,下平十三,耕,891,明,O,2,莫,耕,1,甍
41,平,下平十三,耕,891,明,O,2,莫,耕,2,𣞑
41,平,下平十三,耕,891,明,O,2,莫,耕,3,䉚
41,平,下平十三,耕,891,明,O,2,莫,耕,4,萌
41,平,下平十三,耕,891,明,O,2,莫,耕,5,氓
41,平,下平十三,耕,891,明,O,2,莫,耕,6,甿
41,平,下平十三,耕,891,明,O,2,莫,耕,7,嫇
41,平,下平十三,耕,891,明,O,2,莫,耕,8,蕄
41,平,下平十三,耕,891,明,O,2,莫,耕,9,𥋝
41,平,下平十三,耕,891,明,O,2,莫,耕,10,𧂛
41,平,下平十三,耕,891,明,O,2,莫,耕,11,𥌯
41,平,下平十三,耕,892,幫,O,2,布,耕,1,浜
41,平,下平十三,耕,892,幫,O,2,布,耕,2,㙃
41,平,下平十三,耕,893,匣,C,2,戶,萌,1,宏
41,平,下平十三,耕,893,匣,C,2,戶,萌,2,紘
41,平,下平十三,耕,893,匣,C,2,戶,萌,3,紭
41,平,下平十三,耕,893,匣,C,2,戶,萌,4,閎
41,平,下平十三,耕,893,匣,C,2,戶,萌,5,嶸
41,平,下平十三,耕,893,匣,C,2,戶,萌,6,嵤
41,平,下平十三,耕,893,匣,C,2,戶,萌,7,𧮯
41,平,下平十三,耕,893,匣,C,2,戶,萌,8,耾
41,平,下平十三,耕,893,匣,C,2,戶,萌,9,翃
41,平,下平十三,耕,893,匣,C,2,戶,萌,10,浤
41,平,下平十三,耕,893,匣,C,2,戶,萌,11,竑
41,平,下平十三,耕,893,匣,C,2,戶,萌,12,宖
41,平,下平十三,耕,893,匣,C,2,戶,萌,13,鈜
41,平,下平十三,耕,893,匣,C,2,戶,萌,14,吰
41,平,下平十三,耕,893,匣,C,2,戶,萌,15,𥐪
41,平,下平十三,耕,893,匣,C,2,戶,萌,16,彋
41,平,下平十三,耕,894,匣,O,2,戶,耕,1,莖
41,平,下平十三,耕,894,匣,O,2,戶,耕,2,䪫
41,平,下平十三,耕,894,匣,O,2,戶,耕,3,牼
41,平,下平十三,耕,895,知,O,2,中,莖,1,朾
41,平,下平十三,耕,895,知,O,2,中,莖,2,丁
41,平,下平十三,耕,895,知,O,2,中,莖,3,玎
41,平,下平十三,耕,895,知,O,2,中,莖,4,𠑅
41,平,下平十三,耕,895,知,O,2,中,莖,5,𧯫
41,平,下平十三,耕,895,知,O,2,中,莖,6,䟓
41,平,下平十三,耕,895,知,O,2,中,莖,7,䆸
41,平,下平十三,耕,896,影,O,2,烏,莖,1,甖
41,平,下平十三,耕,896,影,O,2,烏,莖,2,罌
41,平,下平十三,耕,896,影,O,2,烏,莖,3,罃
41,平,下平十三,耕,896,影,O,2,烏,莖,4,鶯
41,平,下平十三,耕,896,影,O,2,烏,莖,5,嚶
41,平,下平十三,耕,896,影,O,2,烏,莖,6,櫻
41,平,下平十三,耕,896,影,O,2,烏,莖,7,嫈
41,平,下平十三,耕,896,影,O,2,烏,莖,8,鸚
41,平,下平十三,耕,896,影,O,2,烏,莖,9,譻
41,平,下平十三,耕,896,影,O,2,烏,莖,10,鸎
41,平,下平十三,耕,896,影,O,2,烏,莖,11,褮
41,平,下平十三,耕,896,影,O,2,烏,莖,12,𠠜
41,平,下平十三,耕,896,影,O,2,烏,莖,13,莖
41,平,下平十三,耕,897,崇,O,2,士,耕,1,崢
41,平,下平十三,耕,897,崇,O,2,士,耕,2,𦱊
41,平,下平十三,耕,897,崇,O,2,士,耕,3,鬇
41,平,下平十三,耕,897,崇,O,2,士,耕,4,埩
41,平,下平十三,耕,897,崇,O,2,士,耕,5,鏳
41,平,下平十三,耕,897,崇,O,2,士,耕,6,崝
41,平,下平十三,耕,898,初,O,2,楚,耕,1,琤
41,平,下平十三,耕,898,初,O,2,楚,耕,2,錚
41,平,下平十三,耕,898,初,O,2,楚,耕,3,凈
41,平,下平十三,耕,898,初,O,2,楚,耕,4,棦
41,平,下平十三,耕,898,初,O,2,楚,耕,5,噌
41,平,下平十三,耕,899,娘,O,2,女,耕,1,儜
41,平,下平十三,耕,899,娘,O,2,女,耕,2,薴
41,平,下平十三,耕,899,娘,O,2,女,耕,3,鬡
41,平,下平十三,耕,899,娘,O,2,女,耕,4,𧭈
41,平,下平十三,耕,899,娘,O,2,女,耕,5,鑏
41,平,下平十三,耕,899,娘,O,2,女,耕,6,䭢
41,平,下平十三,耕,899,娘,O,2,女,耕,7,嬣
41,平,下平十三,耕,900,滂,O,2,普,耕,1,怦
41,平,下平十三,耕,900,滂,O,2,普,耕,2,姘
41,平,下平十三,耕,900,滂,O,2,普,耕,3,閛
41,平,下平十三,耕,900,滂,O,2,普,耕,4,𤘾
41,平,下平十三,耕,900,滂,O,2,普,耕,5,伻
41,平,下平十三,耕,900,滂,O,2,普,耕,6,弸
41,平,下平十三,耕,900,滂,O,2,普,耕,7,䍬
41,平,下平十三,耕,900,滂,O,2,普,耕,8,㛁
41,平,下平十三,耕,900,滂,O,2,普,耕,9,匉
41,平,下平十三,耕,900,滂,O,2,普,耕,10,抨
41,平,下平十三,耕,900,滂,O,2,普,耕,11,砰
41,平,下平十三,耕,901,曉,C,2,呼,宏,1,轟
41,平,下平十三,耕,901,曉,C,2,呼,宏,2,輷
41,平,下平十三,耕,901,曉,C,2,呼,宏,3,䎕
41,平,下平十三,耕,901,曉,C,2,呼,宏,4,揈
41,平,下平十三,耕,901,曉,C,2,呼,宏,5,訇
41,平,下平十三,耕,901,曉,C,2,呼,宏,6,鍧
41,平,下平十三,耕,901,曉,C,2,呼,宏,7,渹
41,平,下平十三,耕,901,曉,C,2,呼,宏,8,𦑟
41,平,下平十三,耕,901,曉,C,2,呼,宏,9,𥕗
41,平,下平十三,耕,901,曉,C,2,呼,宏,10,𢝁
41,平,下平十三,耕,902,幫,O,2,北,萌,1,繃
41,平,下平十三,耕,902,幫,O,2,北,萌,2,絣
41,平,下平十三,耕,902,幫,O,2,北,萌,3,𢆸
41,平,下平十三,耕,902,幫,O,2,北,萌,4,拼
41,平,下平十三,耕,902,幫,O,2,北,萌,5,䑫
41,平,下平十三,耕,903,澄,O,2,宅,耕,1,橙
41,平,下平十三,耕,903,澄,O,2,宅,耕,2,揨
41,平,下平十三,耕,903,澄,O,2,宅,耕,3,𢾊
41,平,下平十三,耕,903,澄,O,2,宅,耕,4,𢿦
41,平,下平十三,耕,903,澄,O,2,宅,耕,5,湞
41,平,下平十三,耕,903,澄,O,2,宅,耕,6,朾
41,平,下平十三,耕,903,澄,O,2,宅,耕,7,虰
41,平,下平十三,耕,903,澄,O,2,宅,耕,8,憕
41,平,下平十三,耕,903,澄,O,2,宅,耕,9,瞪
41,平,下平十三,耕,903,澄,O,2,宅,耕,10,䆵
41,平,下平十三,耕,903,澄,O,2,宅,耕,11,䁎
41,平,下平十三,耕,903,澄,O,2,宅,耕,12,䆑
41,平,下平十三,耕,904,影,C,2,烏,宏,1,泓
41,平,下平十三,耕,904,影,C,2,烏,宏,2,謍
41,平,下平十三,耕,904,影,C,2,烏,宏,3,宖
41,平,下平十三,耕,904,影,C,2,烏,宏,4,𩰎
41,平,下平十三,耕,905,並,O,2,薄,萌,1,輣
41,平,下平十三,耕,905,並,O,2,薄,萌,2,棚
41,平,下平十三,耕,905,並,O,2,薄,萌,3,弸
41,平,下平十三,耕,905,並,O,2,薄,萌,4,㥊
41,平,下平十三,耕,905,並,O,2,薄,萌,5,庄
41,平,下平十三,耕,906,疑,O,2,五,莖,1,娙
41,平,下平十三,耕,906,疑,O,2,五,莖,2,俓
41,平,下平十三,耕,907,莊,O,2,側,莖,1,爭
41,平,下平十三,耕,907,莊,O,2,側,莖,2,箏
41,平,下平十三,耕,907,莊,O,2,側,莖,3,埩
41,平,下平十三,耕,907,莊,O,2,側,莖,4,綪
41,平,下平十三,耕,907,莊,O,2,側,莖,5,䋫
41,平,下平十三,耕,907,莊,O,2,側,莖,6,猙
41,平,下平十三,耕,907,莊,O,2,側,莖,7,䱢
42,平,下平十四,清,908,清,O,3,七,情,1,清
42,平,下平十四,清,908,清,O,3,七,情,2,圊
42,平,下平十四,清,909,從,O,3,疾,盈,1,情
42,平,下平十四,清,909,從,O,3,疾,盈,2,晴
42,平,下平十四,清,909,從,O,3,疾,盈,3,請
42,平,下平十四,清,909,從,O,3,疾,盈,4,夝
42,平,下平十四,清,909,從,O,3,疾,盈,5,䝼
42,平,下平十四,清,910,精,O,3,子,盈,1,精
42,平,下平十四,清,910,精,O,3,子,盈,2,氏
42,平,下平十四,清,910,精,O,3,子,盈,3,菁
42,平,下平十四,清,910,精,O,3,子,盈,4,鶄
42,平,下平十四,清,910,精,O,3,子,盈,5,蜻
42,平,下平十四,清,910,精,O,3,子,盈,6,晶
42,平,下平十四,清,910,精,O,3,子,盈,7,鼱
42,平,下平十四,清,910,精,O,3,子,盈,8,婧
42,平,下平十四,清,910,精,O,3,子,盈,9,睛
42,平,下平十四,清,910,精,O,3,子,盈,10,𣻒
42,平,下平十四,清,910,精,O,3,子,盈,11,旌
42,平,下平十四,清,910,精,O,3,子,盈,12,旍
42,平,下平十四,清,910,精,O,3,子,盈,13,箐
42,平,下平十四,清,910,精,O,3,子,盈,14,𩓨
42,平,下平十四,清,910,精,O,3,子,盈,15,聙
42,平,下平十四,清,911,以,O,3,以,成,1,盈
42,平,下平十四,清,911,以,O,3,以,成,2,嬴
42,平,下平十四,清,911,以,O,3,以,成,3,㜲
42,平,下平十四,清,911,以,O,3,以,成,4,瀛
42,平,下平十四,清,911,以,O,3,以,成,5,籝
42,平,下平十四,清,911,以,O,3,以,成,6,楹
42,平,下平十四,清,911,以,O,3,以,成,7,贏
42,平,下平十四,清,911,以,O,3,以,成,8,𤟣
42,平,下平十四,清,911,以,O,3,以,成,9,䕦
42,平,下平十四,清,911,以,O,3,以,成,10,𨜏
42,平,下平十四,清,911,以,O,3,以,成,11,𦝚
42,平,下平十四,清,911,以,O,3,以,成,12,攍
42,平,下平十四,清,912,以,C,3,余,傾,1,營
42,平,下平十四,清,912,以,C,3,余,傾,2,鎣
42,平,下平十四,清,912,以,C,3,余,傾,3,塋
42,平,下平十四,清,912,以,C,3,余,傾,4,䁝
42,平,下平十四,清,912,以,C,3,余,傾,5,濴
42,平,下平十四,清,912,以,C,3,余,傾,6,謍
42,平,下平十四,清,913,影,O,3,於,盈,1,嬰
42,平,下平十四,清,913,影,O,3,於,盈,2,瓔
42,平,下平十四,清,913,影,O,3,於,盈,3,纓
42,平,下平十四,清,913,影,O,3,於,盈,4,攖
42,平,下平十四,清,913,影,O,3,於,盈,5,𨟙
42,平,下平十四,清,913,影,O,3,於,盈,6,賏
42,平,下平十四,清,913,影,O,3,於,盈,7,蘡
42,平,下平十四,清,914,知,O,3,陟,盈,1,貞
42,平,下平十四,清,914,知,O,3,陟,盈,2,楨
42,平,下平十四,清,914,知,O,3,陟,盈,3,禎
42,平,下平十四,清,914,知,O,3,陟,盈,4,𨜓
42,平,下平十四,清,914,知,O,3,陟,盈,5,湞
42,平,下平十四,清,914,知,O,3,陟,盈,6,𨺟
42,平,下平十四,清,915,徹,O,3,丑,貞,1,檉
42,平,下平十四,清,915,徹,O,3,丑,貞,2,偵
42,平,下平十四,清,915,徹,O,3,丑,貞,3,赬
42,平,下平十四,清,915,徹,O,3,丑,貞,4,䞓
42,平,下平十四,清,915,徹,O,3,丑,貞,5,䟓
42,平,下平十四,清,915,徹,O,3,丑,貞,6,竀
42,平,下平十四,清,915,徹,O,3,丑,貞,7,蟶
42,平,下平十四,清,915,徹,O,3,丑,貞,8,虰
42,平,下平十四,清,916,常,O,3,是,征,1,成
42,平,下平十四,清,916,常,O,3,是,征,2,𢦩
42,平,下平十四,清,916,常,O,3,是,征,3,城
42,平,下平十四,清,916,常,O,3,是,征,4,誠
42,平,下平十四,清,916,常,O,3,是,征,5,宬
42,平,下平十四,清,916,常,O,3,是,征,6,郕
42,平,下平十四,清,916,常,O,3,是,征,7,筬
42,平,下平十四,清,916,常,O,3,是,征,8,盛
42,平,下平十四,清,916,常,O,3,是,征,9,珹
42,平,下平十四,清,916,常,O,3,是,征,10,䫆
42,平,下平十四,清,917,澄,O,3,直,貞,1,呈
42,平,下平十四,清,917,澄,O,3,直,貞,2,程
42,平,下平十四,清,917,澄,O,3,直,貞,3,酲
42,平,下平十四,清,917,澄,O,3,直,貞,4,𨜓
42,平,下平十四,清,917,澄,O,3,直,貞,5,珵
42,平,下平十四,清,917,澄,O,3,直,貞,6,䇸
42,平,下平十四,清,917,澄,O,3,直,貞,7,裎
42,平,下平十四,清,918,書,O,3,書,盈,1,聲
42,平,下平十四,清,919,章,O,3,諸,盈,1,征
42,平,下平十四,清,919,章,O,3,諸,盈,2,𨒌
42,平,下平十四,清,919,章,O,3,諸,盈,3,鯖
42,平,下平十四,清,919,章,O,3,諸,盈,4,𨢹
42,平,下平十四,清,919,章,O,3,諸,盈,5,𦙫
42,平,下平十四,清,919,章,O,3,諸,盈,6,鉦
42,平,下平十四,清,919,章,O,3,諸,盈,7,怔
42,平,下平十四,清,919,章,O,3,諸,盈,8,正
42,平,下平十四,清,919,章,O,3,諸,盈,9,鴊
42,平,下平十四,清,919,章,O,3,諸,盈,10,䋊
42,平,下平十四,清,919,章,O,3,諸,盈,11,眐
42,平,下平十四,清,919,章,O,3,諸,盈,12,𧘿
42,平,下平十四,清,919,章,O,3,諸,盈,13,佂
42,平,下平十四,清,920,溪,O,3,去,盈,1,輕
42,平,下平十四,清,920,溪,O,3,去,盈,2,𨆪
42,平,下平十四,清,920,溪,O,3,去,盈,3,鑋
42,平,下平十四,清,921,明,O,3,武,并,1,名
42,平,下平十四,清,921,明,O,3,武,并,2,洺
42,平,下平十四,清,922,來,O,3,呂,貞,1,跉
42,平,下平十四,清,922,來,O,3,呂,貞,2,令
42,平,下平十四,清,923,幫,O,3,府,盈,1,并
42,平,下平十四,清,923,幫,O,3,府,盈,2,栟
42,平,下平十四,清,923,幫,O,3,府,盈,3,箳
42,平,下平十四,清,923,幫,O,3,府,盈,4,屏
42,平,下平十四,清,924,溪,C,3,去,營,1,傾
42,平,下平十四,清,924,溪,C,3,去,營,2,頃
42,平,下平十四,清,925,邪,O,3,徐,盈,1,𩛿
42,平,下平十四,清,926,影,C,3,於,營,1,縈
42,平,下平十四,清,926,影,C,3,於,營,2,褮
42,平,下平十四,清,926,影,C,3,於,營,3,嫈
42,平,下平十四,清,926,影,C,3,於,營,4,䪯
42,平,下平十四,清,926,影,C,3,於,營,5,𢄋
42,平,下平十四,清,927,群,C,3,渠,營,1,瓊
42,平,下平十四,清,927,群,C,3,渠,營,2,璚
42,平,下平十四,清,927,群,C,3,渠,營,3,煢
42,平,下平十四,清,927,群,C,3,渠,營,4,焭
42,平,下平十四,清,927,群,C,3,渠,營,5,睘
42,平,下平十四,清,927,群,C,3,渠,營,6,惸
42,平,下平十四,清,927,群,C,3,渠,營,7,𢶇
42,平,下平十四,清,927,群,C,3,渠,營,8,藑
42,平,下平十四,清,927,群,C,3,渠,營,9,嬛
42,平,下平十四,清,927,群,C,3,渠,營,10,𡞦
42,平,下平十四,清,927,群,C,3,渠,營,11,赹
42,平,下平十四,清,927,群,C,3,渠,營,12,憌
42,平,下平十四,清,927,群,C,3,渠,營,13,𢗋
42,平,下平十四,清,927,群,C,3,渠,營,14,𦽓
42,平,下平十四,清,927,群,C,3,渠,營,15,𦾵
42,平,下平十四,清,927,群,C,3,渠,營,16,𨍶
42,平,下平十四,清,927,群,C,3,渠,營,17,㒌
42,平,下平十四,清,928,心,C,3,息,營,1,騂
42,平,下平十四,清,928,心,C,3,息,營,2,𤙡
42,平,下平十四,清,928,心,C,3,息,營,3,垶
42,平,下平十四,清,928,心,C,3,息,營,4,觪
42,平,下平十四,清,929,群,O,3,巨,成,1,頸
42,平,下平十四,清,929,群,O,3,巨,成,2,𩷏
42,平,下平十四,清,929,群,O,3,巨,成,3,葝
42,平,下平十四,清,929,群,O,3,巨,成,4,𦳲
42,平,下平十四,清,930,曉,C,3,火,營,1,𧵣
43,平,下平十五,青,931,清,O,4,倉,經,1,青
43,平,下平十五,青,931,清,O,4,倉,經,2,鶄
43,平,下平十五,青,931,清,O,4,倉,經,3,鯖
43,平,下平十五,青,931,清,O,4,倉,經,4,蜻
43,平,下平十五,青,931,清,O,4,倉,經,5,靘
43,平,下平十五,青,932,見,O,4,古,靈,1,經
43,平,下平十五,青,932,見,O,4,古,靈,2,涇
43,平,下平十五,青,932,見,O,4,古,靈,3,鵛
43,平,下平十五,青,932,見,O,4,古,靈,4,巠
43,平,下平十五,青,933,匣,O,4,戶,經,1,㓝
43,平,下平十五,青,933,匣,O,4,戶,經,2,刑
43,平,下平十五,青,933,匣,O,4,戶,經,3,形
43,平,下平十五,青,933,匣,O,4,戶,經,4,邢
43,平,下平十五,青,933,匣,O,4,戶,經,5,𤬐
43,平,下平十五,青,933,匣,O,4,戶,經,6,䣆
43,平,下平十五,青,933,匣,O,4,戶,經,7,桯
43,平,下平十五,青,933,匣,O,4,戶,經,8,鉶
43,平,下平十五,青,933,匣,O,4,戶,經,9,型
43,平,下平十五,青,933,匣,O,4,戶,經,10,陘
43,平,下平十五,青,933,匣,O,4,戶,經,11,侀
43,平,下平十五,青,933,匣,O,4,戶,經,12,硎
43,平,下平十五,青,933,匣,O,4,戶,經,13,娙
43,平,下平十五,青,933,匣,O,4,戶,經,14,鈃
43,平,下平十五,青,933,匣,O,4,戶,經,15,㼛
43,平,下平十五,青,933,匣,O,4,戶,經,16,𤭓
43,平,下平十五,青,933,匣,O,4,戶,經,17,鋞
43,平,下平十五,青,934,定,O,4,特,丁,1,庭
43,平,下平十五,青,934,定,O,4,特,丁,2,停
43,平,下平十五,青,934,定,O,4,特,丁,3,鼮
43,平,下平十五,青,934,定,O,4,特,丁,4,莛
43,平,下平十五,青,934,定,O,4,特,丁,5,葶
43,平,下平十五,青,934,定,O,4,特,丁,6,筳
43,平,下平十五,青,934,定,O,4,特,丁,7,亭
43,平,下平十五,青,934,定,O,4,特,丁,8,聤
43,平,下平十五,青,934,定,O,4,特,丁,9,霆
43,平,下平十五,青,934,定,O,4,特,丁,10,渟
43,平,下平十五,青,934,定,O,4,特,丁,11,𩹇
43,平,下平十五,青,934,定,O,4,特,丁,12,綎
43,平,下平十五,青,934,定,O,4,特,丁,13,娗
43,平,下平十五,青,934,定,O,4,特,丁,14,㼗
43,平,下平十五,青,934,定,O,4,特,丁,15,𧖧
43,平,下平十五,青,934,定,O,4,特,丁,16,挺
43,平,下平十五,青,934,定,O,4,特,丁,17,楟
43,平,下平十五,青,934,定,O,4,特,丁,18,蜓
43,平,下平十五,青,934,定,O,4,特,丁,19,廷
43,平,下平十五,青,934,定,O,4,特,丁,20,㹶
43,平,下平十五,青,934,定,O,4,特,丁,21,𧓴
43,平,下平十五,青,935,端,O,4,當,經,1,丁
43,平,下平十五,青,935,端,O,4,當,經,2,釘
43,平,下平十五,青,935,端,O,4,當,經,3,玎
43,平,下平十五,青,935,端,O,4,當,經,4,䦺
43,平,下平十五,青,935,端,O,4,當,經,5,靪
43,平,下平十五,青,935,端,O,4,當,經,6,虰
43,平,下平十五,青,935,端,O,4,當,經,7,仃
43,平,下平十五,青,935,端,O,4,當,經,8,叮
43,平,下平十五,青,936,曉,O,4,呼,刑,1,馨
43,平,下平十五,青,936,曉,O,4,呼,刑,2,𠷓
43,平,下平十五,青,936,曉,O,4,呼,刑,3,蛵
43,平,下平十五,青,937,心,O,4,桑,經,1,星
43,平,下平十五,青,937,心,O,4,桑,經,2,曐
43,平,下平十五,青,937,心,O,4,桑,經,3,腥
43,平,下平十五,青,937,心,O,4,桑,經,4,胜
43,平,下平十五,青,937,心,O,4,桑,經,5,鮏
43,平,下平十五,青,937,心,O,4,桑,經,6,鯹
43,平,下平十五,青,937,心,O,4,桑,經,7,𥠀
43,平,下平十五,青,937,心,O,4,桑,經,8,醒
43,平,下平十五,青,937,心,O,4,桑,經,9,鉎
43,平,下平十五,青,937,心,O,4,桑,經,10,篂
43,平,下平十五,青,937,心,O,4,桑,經,11,猩
43,平,下平十五,青,937,心,O,4,桑,經,12,惺
43,平,下平十五,青,938,滂,O,4,普,丁,1,竮
43,平,下平十五,青,938,滂,O,4,普,丁,2,俜
43,平,下平十五,青,938,滂,O,4,普,丁,3,甹
43,平,下平十五,青,938,滂,O,4,普,丁,4,𢖊
43,平,下平十五,青,938,滂,O,4,普,丁,5,艵
43,平,下平十五,青,938,滂,O,4,普,丁,6,頩
43,平,下平十五,青,938,滂,O,4,普,丁,7,姘
43,平,下平十五,青,938,滂,O,4,普,丁,8,覮
43,平,下平十五,青,939,來,O,4,郎,丁,1,靈
43,平,下平十五,青,939,來,O,4,郎,丁,2,霛
43,平,下平十五,青,939,來,O,4,郎,丁,3,𩆈
43,平,下平十五,青,939,來,O,4,郎,丁,4,𩆜
43,平,下平十五,青,939,來,O,4,郎,丁,5,舲
43,平,下平十五,青,939,來,O,4,郎,丁,6,齡
43,平,下平十五,青,939,來,O,4,郎,丁,7,麢
43,平,下平十五,青,939,來,O,4,郎,丁,8,𦏰
