A韻序,A聲調,A韻名,A韻(調整前),B小韻序,B紐,B呼,B等,B上字(null),B下字(null),C小韻內字序(不是Int),C字
1,平,上平一,東,1,端,O,1,德,紅,1,東
1,平,上平一,東,1,端,O,1,德,紅,2,菄
1,平,上平一,東,1,端,O,1,德,紅,3,鶇
1,平,上平一,東,1,端,O,1,德,紅,4,䍶
1,平,上平一,東,1,端,O,1,德,紅,5,𠍀
1,平,上平一,東,1,端,O,1,德,紅,6,倲
1,平,上平一,東,1,端,O,1,德,紅,7,𩜍
1,平,上平一,東,1,端,O,1,德,紅,8,𢘐
1,平,上平一,東,1,端,O,1,德,紅,9,涷
1,平,上平一,東,1,端,O,1,德,紅,10,蝀
1,平,上平一,東,1,端,O,1,德,紅,11,凍
1,平,上平一,東,1,端,O,1,德,紅,12,鯟
1,平,上平一,東,1,端,O,1,德,紅,13,𢔅
1,平,上平一,東,1,端,O,1,德,紅,14,崠
1,平,上平一,東,1,端,O,1,德,紅,15,埬
1,平,上平一,東,1,端,O,1,德,紅,16,𧓕
1,平,上平一,東,1,端,O,1,德,紅,17,䰤
1,平,上平一,東,2,定,O,1,徒,紅,1,同
1,平,上平一,東,2,定,O,1,徒,紅,2,仝
1,平,上平一,東,2,定,O,1,徒,紅,3,童
1,平,上平一,東,2,定,O,1,徒,紅,4,僮
1,平,上平一,東,2,定,O,1,徒,紅,5,銅
1,平,上平一,東,2,定,O,1,徒,紅,6,桐
1,平,上平一,東,2,定,O,1,徒,紅,7,峒
1,平,上平一,東,2,定,O,1,徒,紅,8,硐
1,平,上平一,東,2,定,O,1,徒,紅,9,𦨴
1,平,上平一,東,2,定,O,1,徒,紅,10,𧱁
1,平,上平一,東,2,定,O,1,徒,紅,11,筒
1,平,上平一,東,2,定,O,1,徒,紅,12,瞳
1,平,上平一,東,2,定,O,1,徒,紅,13,㼧
1,平,上平一,東,2,定,O,1,徒,紅,14,𤭁
1,平,上平一,東,2,定,O,1,徒,紅,15,罿
1,平,上平一,東,2,定,O,1,徒,紅,16,犝
1,平,上平一,東,2,定,O,1,徒,紅,17,筩
1,平,上平一,東,2,定,O,1,徒,紅,18,潼
1,平,上平一,東,2,定,O,1,徒,紅,19,曈
1,平,上平一,東,2,定,O,1,徒,紅,20,洞
1,平,上平一,東,2,定,O,1,徒,紅,21,侗
1,平,上平一,東,2,定,O,1,徒,紅,22,橦
1,平,上平一,東,2,定,O,1,徒,紅,23,烔
1,平,上平一,東,2,定,O,1,徒,紅,24,䴀
1,平,上平一,東,2,定,O,1,徒,紅,25,挏
1,平,上平一,東,2,定,O,1,徒,紅,26,酮
1,平,上平一,東,2,定,O,1,徒,紅,27,鮦
1,平,上平一,東,2,定,O,1,徒,紅,28,㼿
1,平,上平一,東,2,定,O,1,徒,紅,29,𦏆
1,平,上平一,東,2,定,O,1,徒,紅,30,𦍻
1,平,上平一,東,2,定,O,1,徒,紅,31,眮
1,平,上平一,東,2,定,O,1,徒,紅,32,蕫
1,平,上平一,東,2,定,O,1,徒,紅,33,穜
1,平,上平一,東,2,定,O,1,徒,紅,34,衕
1,平,上平一,東,2,定,O,1,徒,紅,35,𩍅
1,平,上平一,東,2,定,O,1,徒,紅,36,𢈉
1,平,上平一,東,2,定,O,1,徒,紅,37,䆚
1,平,上平一,東,2,定,O,1,徒,紅,38,哃
1,平,上平一,東,2,定,O,1,徒,紅,39,𢏕
1,平,上平一,東,2,定,O,1,徒,紅,40,絧
1,平,上平一,東,2,定,O,1,徒,紅,41,𨚯
1,平,上平一,東,2,定,O,1,徒,紅,42,𨝯
1,平,上平一,東,2,定,O,1,徒,紅,43,𪔜
1,平,上平一,東,2,定,O,1,徒,紅,44,𩦶
1,平,上平一,東,2,定,O,1,徒,紅,45,𪒿
1,平,上平一,東,3,知,O,3,陟,弓,1,中
1,平,上平一,東,3,知,O,3,陟,弓,2,衷
1,平,上平一,東,3,知,O,3,陟,弓,3,忠
1,平,上平一,東,3,知,O,3,陟,弓,4,𦬕
1,平,上平一,東,4,澄,O,3,直,弓,1,蟲
1,平,上平一,東,4,澄,O,3,直,弓,2,沖
1,平,上平一,東,4,澄,O,3,直,弓,3,种
1,平,上平一,東,4,澄,O,3,直,弓,4,盅
1,平,上平一,東,4,澄,O,3,直,弓,5,爞
1,平,上平一,東,4,澄,O,3,直,弓,6,𦬕
1,平,上平一,東,4,澄,O,3,直,弓,7,翀
1,平,上平一,東,5,章,O,3,職,戎,1,終
1,平,上平一,東,5,章,O,3,職,戎,2,眾
1,平,上平一,東,5,章,O,3,職,戎,3,潀
1,平,上平一,東,5,章,O,3,職,戎,4,𣧩
1,平,上平一,東,5,章,O,3,職,戎,5,螽
1,平,上平一,東,5,章,O,3,職,戎,6,𧑄
1,平,上平一,東,5,章,O,3,職,戎,7,鼨
1,平,上平一,東,5,章,O,3,職,戎,8,蔠
1,平,上平一,東,5,章,O,3,職,戎,9,柊
1,平,上平一,東,5,章,O,3,職,戎,10,𩅧
1,平,上平一,東,5,章,O,3,職,戎,11,䶱
1,平,上平一,東,5,章,O,3,職,戎,12,鴤
1,平,上平一,東,5,章,O,3,職,戎,13,䈺
1,平,上平一,東,5,章,O,3,職,戎,14,泈
1,平,上平一,東,5,章,O,3,職,戎,15,䝦
1,平,上平一,東,6,徹,O,3,敕,中,1,忡
1,平,上平一,東,6,徹,O,3,敕,中,2,浺
1,平,上平一,東,6,徹,O,3,敕,中,3,盅
1,平,上平一,東,7,崇,O,3,鋤,弓,1,崇
1,平,上平一,東,7,崇,O,3,鋤,弓,2,崈
1,平,上平一,東,7,崇,O,3,鋤,弓,3,㓽
1,平,上平一,東,7,崇,O,3,鋤,弓,4,𩞉
1,平,上平一,東,8,心,O,3,息,弓,1,嵩
1,平,上平一,東,8,心,O,3,息,弓,2,崧
1,平,上平一,東,8,心,O,3,息,弓,3,𪀚
1,平,上平一,東,8,心,O,3,息,弓,4,娀
1,平,上平一,東,8,心,O,3,息,弓,5,菘
1,平,上平一,東,8,心,O,3,息,弓,6,硹
1,平,上平一,東,8,心,O,3,息,弓,7,㣝
1,平,上平一,東,8,心,O,3,息,弓,8,𧊕
1,平,上平一,東,8,心,O,3,息,弓,9,䯷
1,平,上平一,東,9,日,O,3,如,融,1,戎
1,平,上平一,東,9,日,O,3,如,融,2,𢦦
1,平,上平一,東,9,日,O,3,如,融,3,茙
1,平,上平一,東,9,日,O,3,如,融,4,㭜
1,平,上平一,東,9,日,O,3,如,融,5,駥
1,平,上平一,東,9,日,O,3,如,融,6,𥬪
1,平,上平一,東,9,日,O,3,如,融,7,𠈋
1,平,上平一,東,9,日,O,3,如,融,8,狨
1,平,上平一,東,9,日,O,3,如,融,9,絨
1,平,上平一,東,10,見,O,3,居,戎,1,弓
1,平,上平一,東,10,見,O,3,居,戎,2,躳
1,平,上平一,東,10,見,O,3,居,戎,3,躬
1,平,上平一,東,10,見,O,3,居,戎,4,㴦
1,平,上平一,東,10,見,O,3,居,戎,5,宮
1,平,上平一,東,10,見,O,3,居,戎,6,匑
1,平,上平一,東,11,以,O,3,以,戎,1,融
1,平,上平一,東,11,以,O,3,以,戎,2,肜
1,平,上平一,東,11,以,O,3,以,戎,3,瀜
1,平,上平一,東,12,云,O,3,羽,弓,1,雄
1,平,上平一,東,12,云,O,3,羽,弓,2,熊
1,平,上平一,東,13,明,C,3,莫,中,1,瞢
1,平,上平一,東,13,明,C,3,莫,中,2,夢
1,平,上平一,東,13,明,C,3,莫,中,3,鄸
1,平,上平一,東,13,明,C,3,莫,中,4,懜
1,平,上平一,東,13,明,C,3,莫,中,5,𦫰
1,平,上平一,東,13,明,C,3,莫,中,6,𧲎
1,平,上平一,東,14,溪,O,3,去,宮,1,穹
1,平,上平一,東,14,溪,O,3,去,宮,2,𢞏
1,平,上平一,東,14,溪,O,3,去,宮,3,焪
1,平,上平一,東,14,溪,O,3,去,宮,4,芎
1,平,上平一,東,14,溪,O,3,去,宮,5,𦵡
1,平,上平一,東,14,溪,O,3,去,宮,6,匑
1,平,上平一,東,14,溪,O,3,去,宮,7,𥳎
1,平,上平一,東,15,群,O,3,渠,弓,1,窮
1,平,上平一,東,15,群,O,3,渠,弓,2,藭
1,平,上平一,東,15,群,O,3,渠,弓,3,𥨪
1,平,上平一,東,16,並,C,3,房,戎,1,馮
1,平,上平一,東,16,並,C,3,房,戎,2,堸
1,平,上平一,東,16,並,C,3,房,戎,3,汎
1,平,上平一,東,16,並,C,3,房,戎,4,芃
1,平,上平一,東,16,並,C,3,房,戎,5,𨝭
1,平,上平一,東,16,並,C,3,房,戎,6,渢
1,平,上平一,東,16,並,C,3,房,戎,7,梵
1,平,上平一,東,17,幫,C,3,方,戎,1,風
1,平,上平一,東,17,幫,C,3,方,戎,2,飌
1,平,上平一,東,17,幫,C,3,方,戎,3,楓
1,平,上平一,東,17,幫,C,3,方,戎,4,猦
1,平,上平一,東,17,幫,C,3,方,戎,5,偑
1,平,上平一,東,17,幫,C,3,方,戎,6,檒
1,平,上平一,東,17,幫,C,3,方,戎,7,𧆉
1,平,上平一,東,18,滂,C,3,敷,空,1,豐
1,平,上平一,東,18,滂,C,3,敷,空,2,酆
1,平,上平一,東,18,滂,C,3,敷,空,3,蘴
1,平,上平一,東,18,滂,C,3,敷,空,4,灃
1,平,上平一,東,18,滂,C,3,敷,空,5,寷
1,平,上平一,東,18,滂,C,3,敷,空,6,麷
1,平,上平一,東,18,滂,C,3,敷,空,7,㒥
1,平,上平一,東,18,滂,C,3,敷,空,8,㠦
1,平,上平一,東,19,昌,O,3,昌,終,1,充
1,平,上平一,東,19,昌,O,3,昌,終,2,珫
1,平,上平一,東,19,昌,O,3,昌,終,3,茺
1,平,上平一,東,19,昌,O,3,昌,終,4,㤝
1,平,上平一,東,19,昌,O,3,昌,終,5,䘪
1,平,上平一,東,19,昌,O,3,昌,終,6,𪎽
1,平,上平一,東,19,昌,O,3,昌,終,7,㳘
1,平,上平一,東,20,來,O,3,力,中,1,隆
1,平,上平一,東,20,來,O,3,力,中,2,癃
1,平,上平一,東,20,來,O,3,力,中,3,𪔳
1,平,上平一,東,20,來,O,3,力,中,4,窿
1,平,上平一,東,20,來,O,3,力,中,5,霳
1,平,上平一,東,20,來,O,3,力,中,6,㚅
1,平,上平一,東,21,溪,O,1,苦,紅,1,空
1,平,上平一,東,21,溪,O,1,苦,紅,2,箜
1,平,上平一,東,21,溪,O,1,苦,紅,3,崆
1,平,上平一,東,21,溪,O,1,苦,紅,4,椌
1,平,上平一,東,21,溪,O,1,苦,紅,5,硿
1,平,上平一,東,21,溪,O,1,苦,紅,6,䅝
1,平,上平一,東,21,溪,O,1,苦,紅,7,悾
1,平,上平一,東,21,溪,O,1,苦,紅,8,埪
1,平,上平一,東,21,溪,O,1,苦,紅,9,倥
1,平,上平一,東,21,溪,O,1,苦,紅,10,涳
1,平,上平一,東,21,溪,O,1,苦,紅,11,鵼
1,平,上平一,東,21,溪,O,1,苦,紅,12,𦱇
1,平,上平一,東,21,溪,O,1,苦,紅,13,𢃐
1,平,上平一,東,21,溪,O,1,苦,紅,14,𧌆
1,平,上平一,東,22,見,O,1,古,紅,1,公
1,平,上平一,東,22,見,O,1,古,紅,2,功
1,平,上平一,東,22,見,O,1,古,紅,3,工
1,平,上平一,東,22,見,O,1,古,紅,4,疘
1,平,上平一,東,22,見,O,1,古,紅,5,蚣
1,平,上平一,東,22,見,O,1,古,紅,6,玒
1,平,上平一,東,22,見,O,1,古,紅,7,釭
1,平,上平一,東,22,見,O,1,古,紅,8,魟
1,平,上平一,東,22,見,O,1,古,紅,9,攻
1,平,上平一,東,22,見,O,1,古,紅,10,㓚
1,平,上平一,東,22,見,O,1,古,紅,11,愩
1,平,上平一,東,22,見,O,1,古,紅,12,碽
1,平,上平一,東,22,見,O,1,古,紅,13,篢
1,平,上平一,東,23,明,O,1,莫,紅,1,蒙
1,平,上平一,東,23,明,O,1,莫,紅,2,冡
1,平,上平一,東,23,明,O,1,莫,紅,3,濛
1,平,上平一,東,23,明,O,1,莫,紅,4,𩦺
1,平,上平一,東,23,明,O,1,莫,紅,5,艨
1,平,上平一,東,23,明,O,1,莫,紅,6,䑃
1,平,上平一,東,23,明,O,1,莫,紅,7,矇
1,平,上平一,東,23,明,O,1,莫,紅,8,饛
1,平,上平一,東,23,明,O,1,莫,紅,9,䰒
1,平,上平一,東,23,明,O,1,莫,紅,10,檬
1,平,上平一,東,23,明,O,1,莫,紅,11,𨢊
1,平,上平一,東,23,明,O,1,莫,紅,12,䴿
1,平,上平一,東,23,明,O,1,莫,紅,13,𨣘
1,平,上平一,東,23,明,O,1,莫,紅,14,鸏
1,平,上平一,東,23,明,O,1,莫,紅,15,幪
1,平,上平一,東,23,明,O,1,莫,紅,16,罞
1,平,上平一,東,23,明,O,1,莫,紅,17,𢄐
1,平,上平一,東,23,明,O,1,莫,紅,18,髳
1,平,上平一,東,23,明,O,1,莫,紅,19,蠓
1,平,上平一,東,23,明,O,1,莫,紅,20,𦿏
1,平,上平一,東,23,明,O,1,莫,紅,21,雺
1,平,上平一,東,23,明,O,1,莫,紅,22,霿
1,平,上平一,東,23,明,O,1,莫,紅,23,霚
1,平,上平一,東,23,明,O,1,莫,紅,24,朦
1,平,上平一,東,23,明,O,1,莫,紅,25,䀄
1,平,上平一,東,23,明,O,1,莫,紅,26,懜
1,平,上平一,東,23,明,O,1,莫,紅,27,靀
1,平,上平一,東,24,來,O,1,盧,紅,1,籠
1,平,上平一,東,24,來,O,1,盧,紅,2,豅
1,平,上平一,東,24,來,O,1,盧,紅,3,㰍
1,平,上平一,東,24,來,O,1,盧,紅,4,朧
1,平,上平一,東,24,來,O,1,盧,紅,5,𡃡
1,平,上平一,東,24,來,O,1,盧,紅,6,龓
1,平,上平一,東,24,來,O,1,盧,紅,7,䪊
1,平,上平一,東,24,來,O,1,盧,紅,8,瀧
1,平,上平一,東,24,來,O,1,盧,紅,9,聾
1,平,上平一,東,24,來,O,1,盧,紅,10,𨏠
1,平,上平一,東,24,來,O,1,盧,紅,11,礱
1,平,上平一,東,24,來,O,1,盧,紅,12,䆍
1,平,上平一,東,24,來,O,1,盧,紅,13,𪚗
1,平,上平一,東,24,來,O,1,盧,紅,14,嚨
1,平,上平一,東,24,來,O,1,盧,紅,15,蘢
1,平,上平一,東,24,來,O,1,盧,紅,16,櫳
1,平,上平一,東,24,來,O,1,盧,紅,17,𤮨
1,平,上平一,東,24,來,O,1,盧,紅,18,巃
1,平,上平一,東,24,來,O,1,盧,紅,19,襱
1,平,上平一,東,24,來,O,1,盧,紅,20,𧙥
1,平,上平一,東,24,來,O,1,盧,紅,21,瓏
1,平,上平一,東,24,來,O,1,盧,紅,22,曨
1,平,上平一,東,24,來,O,1,盧,紅,23,鸗
1,平,上平一,東,24,來,O,1,盧,紅,24,𩟭
1,平,上平一,東,24,來,O,1,盧,紅,25,蠪
1,平,上平一,東,24,來,O,1,盧,紅,26,㟅
1,平,上平一,東,24,來,O,1,盧,紅,27,屸
1,平,上平一,東,25,匣,O,1,戶,公,1,洪
1,平,上平一,東,25,匣,O,1,戶,公,2,鉷
1,平,上平一,東,25,匣,O,1,戶,公,3,訌
1,平,上平一,東,25,匣,O,1,戶,公,4,紅
1,平,上平一,東,25,匣,O,1,戶,公,5,虹
1,平,上平一,東,25,匣,O,1,戶,公,6,仜
1,平,上平一,東,25,匣,O,1,戶,公,7,鴻
1,平,上平一,東,25,匣,O,1,戶,公,8,葒
1,平,上平一,東,25,匣,O,1,戶,公,9,葓
1,平,上平一,東,25,匣,O,1,戶,公,10,谼
1,平,上平一,東,25,匣,O,1,戶,公,11,䉺
1,平,上平一,東,25,匣,O,1,戶,公,12,烘
1,平,上平一,東,25,匣,O,1,戶,公,13,洚
1,平,上平一,東,25,匣,O,1,戶,公,14,渱
1,平,上平一,東,25,匣,O,1,戶,公,15,𨹁
1,平,上平一,東,25,匣,O,1,戶,公,16,魟
1,平,上平一,東,25,匣,O,1,戶,公,17,䧆
1,平,上平一,東,25,匣,O,1,戶,公,18,䪦
1,平,上平一,東,25,匣,O,1,戶,公,19,𦏺
1,平,上平一,東,25,匣,O,1,戶,公,20,䫹
1,平,上平一,東,25,匣,O,1,戶,公,20.5,䂫
1,平,上平一,東,25,匣,O,1,戶,公,21,𨾊
1,平,上平一,東,26,從,O,1,徂,紅,1,叢
1,平,上平一,東,26,從,O,1,徂,紅,2,藂
1,平,上平一,東,26,從,O,1,徂,紅,3,䕺
1,平,上平一,東,26,從,O,1,徂,紅,4,潀
1,平,上平一,東,26,從,O,1,徂,紅,5,𥵫
1,平,上平一,東,27,影,O,1,烏,紅,1,翁
1,平,上平一,東,27,影,O,1,烏,紅,2,螉
1,平,上平一,東,27,影,O,1,烏,紅,3,䱵
1,平,上平一,東,27,影,O,1,烏,紅,4,蓊
1,平,上平一,東,27,影,O,1,烏,紅,5,䈵
1,平,上平一,東,27,影,O,1,烏,紅,6,䩺
1,平,上平一,東,27,影,O,1,烏,紅,7,㮬
1,平,上平一,東,27,影,O,1,烏,紅,8,𩔚
1,平,上平一,東,28,清,O,1,倉,紅,1,悤
1,平,上平一,東,28,清,O,1,倉,紅,2,忩
1,平,上平一,東,28,清,O,1,倉,紅,3,蔥
1,平,上平一,東,28,清,O,1,倉,紅,4,樬
1,平,上平一,東,28,清,O,1,倉,紅,5,䡯
1,平,上平一,東,28,清,O,1,倉,紅,6,聰
1,平,上平一,東,28,清,O,1,倉,紅,7,𦇎
1,平,上平一,東,28,清,O,1,倉,紅,8,璁
1,平,上平一,東,28,清,O,1,倉,紅,9,驄
1,平,上平一,東,28,清,O,1,倉,紅,10,蟌
1,平,上平一,東,28,清,O,1,倉,紅,11,囪
1,平,上平一,東,28,清,O,1,倉,紅,12,𨣼
1,平,上平一,東,28,清,O,1,倉,紅,13,鏓
1,平,上平一,東,28,清,O,1,倉,紅,14,熜
1,平,上平一,東,28,清,O,1,倉,紅,15,𢊕
1,平,上平一,東,29,透,O,1,他,紅,1,通
1,平,上平一,東,29,透,O,1,他,紅,2,蓪
1,平,上平一,東,29,透,O,1,他,紅,3,侗
1,平,上平一,東,29,透,O,1,他,紅,4,恫
1,平,上平一,東,29,透,O,1,他,紅,5,痌
1,平,上平一,東,29,透,O,1,他,紅,6,曈
1,平,上平一,東,29,透,O,1,他,紅,7,俑
1,平,上平一,東,29,透,O,1,他,紅,8,𧳆
1,平,上平一,東,29,透,O,1,他,紅,9,𨀜
1,平,上平一,東,30,精,O,1,子,紅,1,葼
1,平,上平一,東,30,精,O,1,子,紅,2,鬷
1,平,上平一,東,30,精,O,1,子,紅,3,嵕
1,平,上平一,東,30,精,O,1,子,紅,4,猣
1,平,上平一,東,30,精,O,1,子,紅,5,豵
1,平,上平一,東,30,精,O,1,子,紅,6,鯼
1,平,上平一,東,30,精,O,1,子,紅,7,椶
1,平,上平一,東,30,精,O,1,子,紅,8,騣
1,平,上平一,東,30,精,O,1,子,紅,9,𩮰
1,平,上平一,東,30,精,O,1,子,紅,10,䗥
1,平,上平一,東,30,精,O,1,子,紅,11,嵸
1,平,上平一,東,30,精,O,1,子,紅,12,艐
1,平,上平一,東,30,精,O,1,子,紅,13,蝬
1,平,上平一,東,30,精,O,1,子,紅,14,堫
1,平,上平一,東,30,精,O,1,子,紅,15,𥓻
1,平,上平一,東,30,精,O,1,子,紅,16,翪
1,平,上平一,東,30,精,O,1,子,紅,17,緵
1,平,上平一,東,30,精,O,1,子,紅,18,㚇
1,平,上平一,東,30,精,O,1,子,紅,19,㣭
1,平,上平一,東,30,精,O,1,子,紅,20,稯
1,平,上平一,東,30,精,O,1,子,紅,21,鬉
1,平,上平一,東,31,並,O,1,薄,紅,1,蓬
1,平,上平一,東,31,並,O,1,薄,紅,2,𥭗
1,平,上平一,東,31,並,O,1,薄,紅,3,篷
1,平,上平一,東,31,並,O,1,薄,紅,4,髼
1,平,上平一,東,31,並,O,1,薄,紅,5,蜂
1,平,上平一,東,31,並,O,1,薄,紅,6,芃
1,平,上平一,東,31,並,O,1,薄,紅,7,𧚋
1,平,上平一,東,31,並,O,1,薄,紅,8,韸
1,平,上平一,東,31,並,O,1,薄,紅,9,䮾
1,平,上平一,東,31,並,O,1,薄,紅,10,𩖛
1,平,上平一,東,32,曉,O,1,呼,東,1,烘
1,平,上平一,東,32,曉,O,1,呼,東,2,叿
1,平,上平一,東,32,曉,O,1,呼,東,3,魟
1,平,上平一,東,32,曉,O,1,呼,東,4,谾
1,平,上平一,東,32,曉,O,1,呼,東,5,𩐠
1,平,上平一,東,32,曉,O,1,呼,東,6,𩗄
1,平,上平一,東,33,疑,O,1,五,東,1,㟅
1,平,上平一,東,34,心,O,1,蘇,公,1,𣞷
1,平,上平一,東,34,心,O,1,蘇,公,2,𢤄
1,平,上平一,東,34,心,O,1,蘇,公,3,㬝
2,平,上平二,冬,35,端,C,1,都,宗,1,冬
2,平,上平二,冬,35,端,C,1,都,宗,2,𠔙
2,平,上平二,冬,35,端,C,1,都,宗,3,苳
2,平,上平二,冬,35,端,C,1,都,宗,4,鴤
2,平,上平二,冬,35,端,C,1,都,宗,5,笗
2,平,上平二,冬,35,端,C,1,都,宗,6,𩂓
2,平,上平二,冬,35,端,C,1,都,宗,7,𧲴
2,平,上平二,冬,36,定,C,1,徒,冬,1,彤
2,平,上平二,冬,36,定,C,1,徒,冬,2,疼
2,平,上平二,冬,36,定,C,1,徒,冬,3,佟
2,平,上平二,冬,36,定,C,1,徒,冬,4,炵
2,平,上平二,冬,36,定,C,1,徒,冬,5,䳋
2,平,上平二,冬,36,定,C,1,徒,冬,6,鼕
2,平,上平二,冬,36,定,C,1,徒,冬,7,𢥞
2,平,上平二,冬,36,定,C,1,徒,冬,8,𢾮
2,平,上平二,冬,36,定,C,1,徒,冬,9,爞
2,平,上平二,冬,36,定,C,1,徒,冬,10,㤏
2,平,上平二,冬,36,定,C,1,徒,冬,11,痋
2,平,上平二,冬,36,定,C,1,徒,冬,12,䂈
2,平,上平二,冬,36,定,C,1,徒,冬,13,鉵
2,平,上平二,冬,36,定,C,1,徒,冬,14,𧹝
2,平,上平二,冬,36,定,C,1,徒,冬,15,𩦶
2,平,上平二,冬,36,定,C,1,徒,冬,16,浵
2,平,上平二,冬,36,定,C,1,徒,冬,17,䶱
2,平,上平二,冬,36,定,C,1,徒,冬,18,𠩁
2,平,上平二,冬,36,定,C,1,徒,冬,19,鉖
2,平,上平二,冬,36,定,C,1,徒,冬,20,𨜳
2,平,上平二,冬,36,定,C,1,徒,冬,21,㠽
2,平,上平二,冬,36,定,C,1,徒,冬,22,赨
2,平,上平二,冬,37,從,C,1,藏,宗,1,賨
2,平,上平二,冬,37,從,C,1,藏,宗,2,琮
2,平,上平二,冬,37,從,C,1,藏,宗,3,悰
2,平,上平二,冬,37,從,C,1,藏,宗,4,潀
2,平,上平二,冬,37,從,C,1,藏,宗,5,淙
2,平,上平二,冬,37,從,C,1,藏,宗,6,慒
2,平,上平二,冬,37,從,C,1,藏,宗,7,鬃
2,平,上平二,冬,37,從,C,1,藏,宗,8,㼻
2,平,上平二,冬,37,從,C,1,藏,宗,9,孮
2,平,上平二,冬,37,從,C,1,藏,宗,10,誴
2,平,上平二,冬,37,從,C,1,藏,宗,11,𢃏
2,平,上平二,冬,38,泥,C,1,奴,冬,1,農
2,平,上平二,冬,38,泥,C,1,奴,冬,2,䢉
2,平,上平二,冬,38,泥,C,1,奴,冬,3,辳
2,平,上平二,冬,38,泥,C,1,奴,冬,4,𨑋
2,平,上平二,冬,38,泥,C,1,奴,冬,5,𩟊
2,平,上平二,冬,38,泥,C,1,奴,冬,6,噥
2,平,上平二,冬,38,泥,C,1,奴,冬,7,𩅽
2,平,上平二,冬,38,泥,C,1,奴,冬,8,憹
2,平,上平二,冬,38,泥,C,1,奴,冬,9,㺜
2,平,上平二,冬,38,泥,C,1,奴,冬,10,儂
2,平,上平二,冬,38,泥,C,1,奴,冬,11,𧗕
2,平,上平二,冬,38,泥,C,1,奴,冬,12,膿
2,平,上平二,冬,39,見,C,1,古,冬,1,攻
2,平,上平二,冬,39,見,C,1,古,冬,2,釭
2,平,上平二,冬,40,匣,C,1,戶,冬,1,䃔
2,平,上平二,冬,40,匣,C,1,戶,冬,2,洚
2,平,上平二,冬,40,匣,C,1,戶,冬,3,㗢
2,平,上平二,冬,40,匣,C,1,戶,冬,4,𩘎
2,平,上平二,冬,41,來,C,1,力,冬,1,䃧
2,平,上平二,冬,41,來,C,1,力,冬,2,𪔢
2,平,上平二,冬,41,來,C,1,力,冬,3,𣫣
2,平,上平二,冬,42,精,C,1,作,冬,1,宗
2,平,上平二,冬,42,精,C,1,作,冬,2,倧
2,平,上平二,冬,43,心,C,1,私,宗,1,鬆
2,平,上平二,冬,43,心,C,1,私,宗,2,䯳
2,平,上平二,冬,44,透,C,1,他,冬,1,炵
3,平,上平三,鍾,45,章,O,3,職,容,1,鍾
3,平,上平三,鍾,45,章,O,3,職,容,2,鐘
3,平,上平三,鍾,45,章,O,3,職,容,3,蚣
3,平,上平三,鍾,45,章,O,3,職,容,4,忪
3,平,上平三,鍾,45,章,O,3,職,容,5,䇗
3,平,上平三,鍾,45,章,O,3,職,容,6,蹱
3,平,上平三,鍾,45,章,O,3,職,容,7,彸
3,平,上平三,鍾,45,章,O,3,職,容,8,衳
3,平,上平三,鍾,45,章,O,3,職,容,9,伀
3,平,上平三,鍾,45,章,O,3,職,容,10,橦
3,平,上平三,鍾,45,章,O,3,職,容,11,籦
3,平,上平三,鍾,45,章,O,3,職,容,12,妐
3,平,上平三,鍾,45,章,O,3,職,容,13,㕬
3,平,上平三,鍾,45,章,O,3,職,容,14,𧢸
3,平,上平三,鍾,45,章,O,3,職,容,15,炂
3,平,上平三,鍾,45,章,O,3,職,容,16,𦬘
3,平,上平三,鍾,45,章,O,3,職,容,17,𨳗
3,平,上平三,鍾,45,章,O,3,職,容,18,鈆
3,平,上平三,鍾,46,來,O,3,力,鍾,1,龍
3,平,上平三,鍾,46,來,O,3,力,鍾,2,𪚝
3,平,上平三,鍾,46,來,O,3,力,鍾,3,躘
3,平,上平三,鍾,46,來,O,3,力,鍾,4,鸗
3,平,上平三,鍾,46,來,O,3,力,鍾,5,驡
3,平,上平三,鍾,46,來,O,3,力,鍾,6,𪚠
3,平,上平三,鍾,46,來,O,3,力,鍾,7,籠
3,平,上平三,鍾,46,來,O,3,力,鍾,8,𦪽
3,平,上平三,鍾,46,來,O,3,力,鍾,9,蘢
3,平,上平三,鍾,47,書,O,3,書,容,1,舂
3,平,上平三,鍾,47,書,O,3,書,容,2,𧐍
3,平,上平三,鍾,47,書,O,3,書,容,3,摏
3,平,上平三,鍾,47,書,O,3,書,容,4,蹖
3,平,上平三,鍾,47,書,O,3,書,容,5,𪄻
3,平,上平三,鍾,47,書,O,3,書,容,6,憃
3,平,上平三,鍾,48,邪,O,3,祥,容,1,松
3,平,上平三,鍾,48,邪,O,3,祥,容,2,㮤
3,平,上平三,鍾,48,邪,O,3,祥,容,3,凇
3,平,上平三,鍾,48,邪,O,3,祥,容,4,訟
3,平,上平三,鍾,49,昌,O,3,尺,容,1,𧘂
3,平,上平三,鍾,49,昌,O,3,尺,容,2,衝
3,平,上平三,鍾,49,昌,O,3,尺,容,3,罿
3,平,上平三,鍾,49,昌,O,3,尺,容,4,憧
3,平,上平三,鍾,49,昌,O,3,尺,容,5,䡴
3,平,上平三,鍾,49,昌,O,3,尺,容,6,艟
3,平,上平三,鍾,49,昌,O,3,尺,容,7,潼
3,平,上平三,鍾,49,昌,O,3,尺,容,8,褈
3,平,上平三,鍾,49,昌,O,3,尺,容,9,𠟍
3,平,上平三,鍾,49,昌,O,3,尺,容,10,𠝤
